question,question_sent_count,question_tok_count,label,question_modality_strong,question_modality_weak,question_uncertainty,question_positive,question_negative,VOLA_PRIOR,VIX,SIZE,INDUSTRY,BTM,SUE,date,ticker
Got it thanks a lot Then just within Sikorsky you touched on it just now but there are a bunch of restructuring announcements as we went through {DATE} Obviously {DATE} a little bit soft in terms of the profits number in the end When you 're thinking about the cost savings for {CARDINAL} given the top line is there a fresh new restructuring plan being dusted off for Sikorsky Or will be the same thing where we 'll go through the year step by step,5,85,1,0.0,0.0,0.0,0.0,0.023529411764705882,1.297454452,20.71,4400.1846,11,1.41131538,0.61762,2010-Oct-28,AIZ
Okay And just wondered if you could provide any insights into what you 're seeing on a competitive nature either domestically or I should say and domestically as well as internationally,2,31,1,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,1.514418884,20.71,17476.48112,11,1.034746967,1.28188,2010-Oct-28,ALL
Okay great and then just {CARDINAL} quick follow up A lot of talk about the fiscal cliff here coming up I 'm just wondering Does that affect your guys you 're planning an American Express in terms of the timing of marketing and your ability to maybe if there is a larger impact than expected to ratchet back on maybe some of your marketing spend {DATE},4,66,1,0.0,0.030303030303030304,0.030303030303030304,0.015151515151515152,0.0,1.900360173,20.71,6404.901,3,0.352754626,0.33557,2010-Oct-28,FLS
And it sounds like there might be some expansion What can you take FAR to at this site,2,18,1,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,1.832791515,20.71,12883.716,6,0.231121806,0.60275,2010-Oct-28,FSLR
Just quickly on the asset sales are you looking Tony I want to make sure I heard this correctly exclusively at the hydro assets Are there other things potentially on the table or should we just really be focused on that,2,41,1,0.0,0.0,0.0,0.024390243902439025,0.0,1.540079336,20.71,25921.15386,10,0.164663079,0.35858,2010-Oct-28,ESRX
Okay and if could just a follow up on your Timberland business You highlighted that dichotomy between the Western situation and the Southern situation What are your expectations about price and volume in the South as we move through the year And when you think this pick up in housing and wood products prices is going to start to flow through to Southern log and timber prices,4,67,1,0.0,0.014925373134328358,0.014925373134328358,0.0,0.0,0.7044079790000001,20.71,23565.18687,8,1.228477234,2.94926,2010-Oct-28,DUK
Okay I got it Then I guess just maybe {CARDINAL} more question on this is that if you think about from an O&M inflation perspective net of these benefits what should we think about from a {DATE} baseline will be the O&M inflation for FirstEnergy on a consolidated basis,2,49,1,0.0,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.7044079790000001,20.71,23565.18687,8,1.228477234,2.94926,2010-Oct-28,DUK
Okay And we 've heard some incremental kind of ideas for improvement {DATE} Of course I can imagine you would n't want to the steal thunder from {DATE} But when I think about other airlines that have had some hiccups in the past Southwest at a time announced kind of like a {MONEY} revenue program Delta announced at a time a {MONEY} cost structure improvement program It seems like {MONEY} is the number everybody wants Should we expect kind of a large program Is that the way that you guys kind of look at the challenges in front of you that there is a very large GAAP here that really needs some structural change Or is it going to be a combination of these kind of incremental opportunities,9,128,1,0.0,0.0,0.0078125,0.0234375,0.0078125,2.085060334,20.88,5093.51482,12,0.549894102,0.42684,2010-Oct-29,IPG
Okay Thank you And the final question if I may You mentioned that operating rates in BFRs are at {PERCENT} and will perhaps remain there for a while Is there an opportunity to fix costs given this view,5,38,1,0.0,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.02631578947368421,1.510956881,20.88,4134.9814,11,1.339013775,1.97885,2010-Oct-29,NDAQ
Excellent Secondly Oakley what are next steps there as far as you are concerned,2,14,1,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,1.510956881,20.88,4134.9814,11,1.339013775,1.97885,2010-Oct-29,NDAQ
Are there any other puts and takes we should think about in units as we go throughout {DATE} where there are tough compares or easy compares of units from a digital unit perspective or anything,1,35,1,0.0,0.0,0.0,0.02857142857142857,0.0,1.6938941319999998,21.2,8505.43428,11,0.31272167100000003,2.5600400000000003,2010-Nov-01,ICE
Excellent Sorry I missed that And Dave we 've asked on prior calls your portfolio of investments there are there anymore good guys in there And it did n't sound like there was a tremendous amount of opportunities left but this was obviously a good one I guess it 's a continuation of a prior investment here divesting the last But are there likely are we likely to see more investment gains {DATE} or is it are we pretty much done for {DATE} there,6,84,1,0.0,0.0,0.0,0.07142857142857142,0.023809523809523808,1.867797252,21.2,19783.99158,6,0.196918447,6.59725,2010-Nov-01,CTSH
Well it was just more along the lines of I was pointing out with the EIA having come out with that report on gasoline whether that had any impact on these projects overall I mean originally these were going to be online in {DATE} so I was just trying to figure out if you were maybe the question is why are they now {DATE} instead of {DATE} Just delayed on construction Or was there were you looking at it internally and saying well if things change maybe we do n't want to go forward,6,94,1,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,1.867797252,21.2,19783.99158,6,0.196918447,6.59725,2010-Nov-01,CTSH
Hey good {TIME} Geez I wish I had my retirement funds in your pension fund that 's a nice return And echo Brian 's congratulations on that But dovetailing off what he was talking about the leases because we have seen some of this off lease volume in {DATE} And Mike my question to you is what is the behavior you are seeing from your Japanese and German peers as they handle this off lease volume Are they supporting residuals Because we are certainly not seeing it in your results and we are not seeing it in Manheim yet And I thought the big {DATE} was a big slew of it Are you seeing any weird behavior Or are they going to continue to support residuals as we expect,11,129,1,0.0,0.0,0.0,0.007751937984496124,0.007751937984496124,1.874519078,21.83,4643.374,12,0.74479043,1.11335,2010-Nov-02,VMC
Can I ask you about your guys plan more internationally Where does what does Gallagher look like in {DATE} I guess it seems like the international expansion has picked up {DATE} I am wondering if there is going to be a larger press for South America Latin America other emerging market type companies and what your presence might be like {DATE} down the road,4,64,1,0.0,0.015625,0.03125,0.0,0.0,1.204274337,21.57,73411.81594,6,0.286693756,6.6413,2010-Nov-03,QCOM
Okay then just {CARDINAL} last one In terms of the third party management business how important do you view it as rebranding properties as Extra Space when you bring something onto your platform Because obviously you demand that they get rebranded I 'm just wondering how much of a difference you think it would make it you did n't rebrand it,3,61,1,0.0,0.0,0.0,0.0,0.0,1.891417353,21.57,4196.12199,12,0.748591074,0.0,2010-Nov-03,PWR
Good {TIME} I 'm just curious on well maybe this is just semantics Mike and maybe I 'm over reading but just to clarify on your guidance by {DATE} you said just now that {CARDINAL} you expected to be at the high end of your guidance I think {DATE} you said it would be slightly above,5,56,1,0.0,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.0,1.891417353,21.57,4196.12199,12,0.748591074,0.0,2010-Nov-03,PWR
No very helpful Thank you And then can you just can you guys work through or remind us just what percent of the book is linked to CPI I 'm just curious how the {PERCENT} all in prince today are going to impact the {DATE} pricing Is that more of a back half issue Should we expect that core pricing will take a step down in {DATE} just mathematically from CPI,6,71,1,0.0,0.0,0.0,0.0,0.0,1.891417353,21.57,4196.12199,12,0.748591074,0.0,2010-Nov-03,PWR
Thanks good {TIME} Just want to start on the share repurchase program and the way you guys talk about capital deployment So the {MONEY} Board authorization so that is what you are committing to do in {DATE},3,37,1,0.0,0.0,0.0,0.02702702702702703,0.0,1.6214845169999998,21.57,12509.478,11,0.6959248290000001,9.90292,2010-Nov-03,AET
John when you called out North America and some of the things you talked you did talk a little bit about specialty in your prepared remarks Can you maybe just give us a little more detail as far as what you saw for revenue growth there in {DATE} especially versus your expectations,2,52,1,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,1.6214845169999998,21.57,12509.478,11,0.6959248290000001,9.90292,2010-Nov-03,AET
Good {TIME} Thank you for taking the questions This is Anisa filling in for Dave So we have a question on pricing I 'm wondering whether some of this can raise the prices in livestock and companion animal any more then you have in the past,5,46,1,0.0,0.0,0.0,0.021739130434782608,0.043478260869565216,2.604989064,21.57,10407.09856,11,1.623685888,3.05552,2010-Nov-03,HIG
Okay Then let me ask you about the margins A similar question but you 've had great success driving the margins Are the underlying drivers of the margin expansion that we 've seen in {DATE} intact between commodities your innovation platforms the synergies Are there some other maybe external factors or competitive forces that would change that algorithm a little bit in the near term,5,65,1,0.0,0.015384615384615385,0.015384615384615385,0.046153846153846156,0.015384615384615385,2.604989064,21.57,10407.09856,11,1.623685888,3.05552,2010-Nov-03,HIG
Good {TIME} guys Just a few maybe clean up questions With respect to the Spectra open line coming on was the production that 's flowing through that factored into the {CARDINAL} guidance and is that potentially what 's driving a portion of the increase to the gas guidance,3,48,1,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,2.604989064,21.57,10407.09856,11,1.623685888,3.05552,2010-Nov-03,HIG
Okay Thanks And then in terms of your brown shoe strategy at the Foot Locker stores are the same people who are buying Marquis sneakers buying these brown shoes and if not are you getting incremental foot traffic as a result of this offering and how many more brands do you expect to include in the mix,3,57,1,0.0,0.0,0.0,0.0,0.0,2.604989064,21.57,10407.09856,11,1.623685888,3.05552,2010-Nov-03,HIG
Thanks Good {TIME} everyone Quick question for George Just a clarification for Jeff on the FX George just want to make sure I heard correctly are you saying that you and Mike are now set with your management team Or is that still a work in process And did you say exactly how many facilities are not shipping controlled substances Is it still I think {CARDINAL},9,66,1,0.0,0.0,0.015151515151515152,0.015151515151515152,0.015151515151515152,1.529291063,19.56,6140.90488,6,0.365997807,2.95836,2010-Nov-04,MCHP
Hi thanks for the terrific color You 've done a great job of managing SG&A. I was just curious how much of an opportunity is there moving forward especially it sounds like you might be growing your revenue base Can you keep that at the {MONEY} range or is there any chance you have additional cost saving opportunities,4,58,1,0.0,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.0,1.405290589,19.56,11428.72,12,0.70168698,0.54799,2010-Nov-04,RSG
A couple of questions First can you just provide a little more specificity around the {MONEY} in restructuring spend for {DATE} In the slides you talked about over the course of {DATE} and {DATE} there was a riff of {PERCENT} You closed {CARDINAL} facilities What 's sort of this next wave entail if you will And will this be the conclusion of it in {DATE},6,65,1,0.0,0.0,0.0,0.0,0.046153846153846156,1.275758886,19.56,6568.7875,7,0.218495688,0.88339,2010-Nov-04,SNI
Thanks for the question Gary the SKU reductions in Healthy Choice you referenced to what extent are they driven by your decision to focus on higher growth items versus the customer 's decision to concentrate a bit themselves on faster turning SKUs I 'm trying to get a sense for the risk of further SKU reductions like you saw with Healthy Choice {DATE} versus what 's being pulled back on your own,3,72,1,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,1.275758886,19.56,6568.7875,7,0.218495688,0.88339,2010-Nov-04,SNI
I was hoping to dig a little bit further into the gross margin {DATE} you got {CARDINAL} basis points of gross margin expansion It sounds like largely from the deflation element of your retail prices adjusting a little bit slowly more slowly than the wholesale prices you laid out some factors that restraint that in {DATE} like {CARDINAL} basis points for mix {CARDINAL} basis points from freight You did n't call out promotions but you made it sound like it was slightly less than that amount That would add up to around {CARDINAL} basis points So was there just less of a benefit from the deflation in {DATE} than there was in {DATE} Or was there something else going on,7,120,1,0.0,0.0,0.0,0.008333333333333333,0.016666666666666666,1.275758886,19.56,6568.7875,7,0.218495688,0.88339,2010-Nov-04,SNI
Okay And that 's helpful And then just in terms of your comments on what the offsets will be for gross margin investments just to clarify in your comment on labor leverage maybe can you just elaborate a bit on that And then do you think you are at the right ratio in terms of full time part time mix Or do you think there are some changes that you can move more even more to part time,5,78,1,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,1.681151586,19.56,14598.1023,4,0.7181230479999999,1.42489,2010-Nov-04,CHK
Thanks First question just on the non transaction part of the business if I look over {DATE} it looks like the organic growth is coming in {PERCENT} It seems like in some businesses like listings you have some momentum in pricing power But there are some things on the Corporate Solutions and some of the other areas where there 's this phase of repricing Then I think the initiative is then to start to grow and take market share I just want to get a sense Where are we in that stage of evolution where we see this maybe lower organic growth as you 're going through some of this repricing to the process or the point that you expect to see some acceleration once you have that behind you,8,130,1,0.0,0.007692307692307693,0.015384615384615385,0.0,0.007692307692307693,1.681151586,19.56,14598.1023,4,0.7181230479999999,1.42489,2010-Nov-04,CHK
Okay I 'll try to ask a final simple {CARDINAL} {CARDINAL} Fifth At what point do you think you 're going to be able to talk definitively to the market about some of the plans that the press are reporting in terms of a retail mall with hotel and condo,4,50,1,0.02,0.0,0.0,0.02,0.0,0.883713695,19.56,17536.30884,10,0.32039584600000004,0.18232,2010-Nov-04,BDX
Good {TIME} Just a couple of questions about the strength you saw in Acrobat I guess in particular could you drill down a little bit on what was behind the strength talk maybe a little bit about the importance of mix of licensing how you 're thinking about the ASP opportunity going forward Obviously it 's early but how is the cycle shaping up relative to Acrobat,4,67,1,0.0,0.029850746268656716,0.029850746268656716,0.05970149253731343,0.014925373134328358,2.534837731,18.52,4137.46944,1,1.095675786,0.58567,2010-Nov-05,MHK
Okay great And {CARDINAL} other quick things on TALX Bill first on the toll records including the backlog it looks like that was up {CARDINAL} records sequentially Should we reading into that or is that simply a matter of if you had a huge amount in the backlog that ran off you would expect that to resume its {CARDINAL} records per {CARDINAL} run rate,4,64,1,0.0,0.0,0.0,0.015625,0.0,1.518254735,18.52,8707.83128,11,0.396947896,0.68099,2010-Nov-05,VTR
Okay And then from a portfolio standpoint and kind of a sales standpoint you feel comfortable serving those markets with what you currently have or is there a need for further portfolio evolution to kind of cater to some of these emerging market opportunities,2,44,1,0.0,0.0,0.0,0.022727272727272728,0.0,1.143964874,18.52,21023.85222,7,0.191037906,1.49602,2010-Nov-05,AMT
Last question Minerals I know it 's a necessary business for you to be in longer term what do you think needs to happen Do you need to right size the business or is it just do you need to help consolidate the industry a little bit to maybe help improve the stability,3,53,1,0.0,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,1.143964874,18.52,21023.85222,7,0.191037906,1.49602,2010-Nov-05,AMT
And then could I just follow up on geographic anything that you saw Europe I know it 's a tough quarter because it 's European summer so it 's hard to tell if it 's weak or just the summer but it looks like aps in particular in Europe were perhaps weaker than normal,4,54,1,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,1.075756083,18.26,17648.90127,9,0.243834196,0.05446,2010-Nov-08,SYY
Thanks Good {TIME} Just a couple of wrap ups here First off Surya basing your comments around vitamin D it sounds to me that you are using the internally validated assay I assume that are you are obviously pleased with the corrections that you guys have taken,5,47,1,0.0,0.0,0.02127659574468085,0.0425531914893617,0.02127659574468085,1.2891913659999998,18.29,14428.95,11,0.475088004,0.02782,2010-Nov-09,PGR
Okay And then just how about the gaining wallet share of budgets of the strategic clients,2,16,1,0.0,0.0,0.0,0.0625,0.0,1.4580157319999998,18.47,16095.60966,9,0.532217939,0.58262,2010-Nov-11,KSS
Okay Also you mentioned a couple of segments that we should see some continued strength going into the rest stove {DATE} and into {DATE} you did n't really mention transport It seems like auto is snapping back harder than some of the others Is there anything below the surface that we should know,4,53,1,0.0,0.0,0.018867924528301886,0.018867924528301886,0.0,2.318067026,20.61,5392.8035,9,0.243691665,0.7670600000000001,2010-Nov-15,URBN
Got it That makes sense And then lastly Dave going back to the question about other testing areas that you find attractive Quest announced they moved into the periodontal business Wondering if you took a look at that and what your thoughts are behind that,4,45,1,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,2.318067026,20.61,5392.8035,9,0.243691665,0.7670600000000001,2010-Nov-15,URBN
{CARDINAL} quick questions Can you comment on the headcount It looks like it went up by {CARDINAL} people on a sequential basis certainly a larger number than we would have expected And then the second one is just the tax rate being a little bit higher at {PERCENT} Is that purely just the function of higher North America profit,5,59,1,0.0,0.0,0.0,0.0,0.01694915254237288,1.064417759,20.2,18310.2077,9,0.19804448,4.12976,2010-Nov-16,TJX
Do you expect where can that growth rate get to in beyond payroll do you think,1,16,1,0.0,0.0,0.0,0.0,0.0,1.064417759,20.2,18310.2077,9,0.19804448,4.12976,2010-Nov-16,TJX
Got it Thanks That 's helpful Can you just give us any sense what revenue trends have been like in {DATE} relative to the slowing that you saw in {DATE} Did you feel as though things have stabilized to some degree off of what you saw in {DATE},5,48,1,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.96165076,22.58,38806.68792,9,0.423857805,0.21969,2010-Nov-17,TGT
Do you think that there 's any risk that the amount of spending that you need to put in place in order to get the soup out of the cupboard is in excess of what you 're sort of modeling {DATE},1,41,1,0.0,0.0,0.024390243902439025,0.0,0.0,0.96165076,22.58,38806.68792,9,0.423857805,0.21969,2010-Nov-17,TGT
And does that include any comment on supply availability or supply disruption going forward,1,14,1,0.0,0.0,0.0,0.0,0.07142857142857142,0.90408508,18.37,11692.25685,1,0.098156254,0.33102,2010-Nov-23,CPB
Good {TIME} Could you describe your current working relationship with Verizon Communications and how that has evolved and may be evolving over time,2,23,1,0.0,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.90408508,18.37,11692.25685,1,0.098156254,0.33102,2010-Nov-23,CPB
You mentioned that your trials business experienced some pressure in {DATE} and I guess I 'd be curious to hear a little bit more about that You have a key customer in that business Did that change or is it just the typical starts and stops that occur in the trials business,4,52,1,0.0,0.0,0.0,0.0,0.019230769230769232,1.713534349,16.41,8072.2945,9,0.429331644,0.57022,2010-Dec-21,KMX
Okay And I guess then as a second question or as follow up Rob you have seen some I think favorable effects {DATE} probably productivity but also I think maybe contract related in terms of some of the benefit expenses on the employee costs per worker And I am wondering if you can give some commentary looking maybe to {DATE} Would you expect some of those effects to continue or do you think the inflation on a per worker basis is likely to step up a bit,6,87,1,0.0,0.022988505747126436,0.034482758620689655,0.022988505747126436,0.011494252873563218,1.713534349,16.41,8072.2945,9,0.429331644,0.57022,2010-Dec-21,KMX
Got it Your sales quotas I think that 's been a bit of a drag on the business in the past Should we expect this to have a positive impact on organic growth and profitability going forward Would that be meaningful at all,4,43,1,0.0,0.0,0.0,0.046511627906976744,0.023255813953488372,1.713534349,16.41,8072.2945,9,0.429331644,0.57022,2010-Dec-21,KMX
When I look at the growth trends on a {DATE} constant currency basis outside the US the declines got a little bit better in {DATE} in both temp and perm Could you give us some more color on a market by market basis that 's showing at least some improvement in the declines in growth rate,2,56,1,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,1.013870142,16.41,11096.06628,12,0.136657712,3.4729,2010-Dec-21,PAYX
Okay That 's very helpful {CARDINAL} last one for you do you have exposure to the stack play in Merrimack in Oklahoma Is that something you 've been testing,4,29,1,0.0,0.0,0.034482758620689655,0.0,0.0,1.013870142,16.41,11096.06628,12,0.136657712,3.4729,2010-Dec-21,PAYX
Thanks And if I could squeeze {CARDINAL} more in you guys have n't talked at all about potentially testing the Delaware zone Do have any plans to do that as you go through this delineation year,3,36,1,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,1.013870142,16.41,11096.06628,12,0.136657712,3.4729,2010-Dec-21,PAYX
Okay thank you And then moving to your specs previously I think there 's been discussion about specs getting higher margins than dirt sales I was wondering if that was still the case And if how you 're back to David 's question about potential differentiation how you thought your differentiated spec strategy relative to some peers might have been impacting your quarter,3,63,1,0.0,0.015873015873015872,0.015873015873015872,0.0,0.015873015873015872,1.57425048,16.41,26234.19575,12,0.7057168859999999,0.42972,2010-Dec-21,CCL
This is actually Jamie Feldman You guys are in a unique perspective that you can see what the different tech demand looks like across San Francisco Boston and New York So I guess my first question is just can you talk a little bit about what they 're doing in their space and how it differs by market And along the same lines as you look forward where do you think you will see the best growth across those {CARDINAL} markets,4,81,1,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.012345679012345678,1.68484143,16.27,132890.7652,11,1.5734528369999998,1.70958,2011-Apr-15,BAC
Okay So from your standpoint now the stock has done well so when you consider buyback versus the cost of reserve financing I assume that trade off is still reasonably accretive Is that something that you guys track pretty closely,3,40,1,0.0,0.0,0.025,0.0,0.0,1.178424444,16.27,8515.05457,9,0.345212886,1.6145,2011-Apr-15,GPC
Thanks As you talk about growth we are not hearing you talk about vegetables very much {DATE} the story with Seminis was that we were going to see an accelerated product launch process Then we saw Europe slow down What is the current growth view of Seminis Has that business just not panned out the way you thought it would,6,60,1,0.0,0.0,0.0,0.0,0.016666666666666666,0.783609387,15.32,41687.51665,10,0.321567479,1.09979,2011-Apr-18,LLY
Hey Pete just so we have a little bit of basis and as people as we start thinking {DATE} could you just give us what you think at {DATE} 's rates the FX hit would be on {DATE} just to help us a little bit calibrate our model,1,48,1,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.783609387,15.32,41687.51665,10,0.321567479,1.09979,2011-Apr-18,LLY
Then I get the sense that you guys believe there is enough fish to fry in the core travel market without really expanding into a lot of other peripheral areas like tourist attractions or restaurants etc Is that true or how would you describe how narrow or broad your focus is,2,51,1,0.0,0.0,0.0196078431372549,0.0,0.0,1.195055121,16.96,23336.56878,10,0.357945669,0.48062,2011-Apr-19,SYK
On the commercial cost trend of {PERCENT} you had a huge increase baked in because of Hepatitis C and then overall from pharmacy Now that you 've negotiated this contract with Gilead do you feel there 's any upside Is that conservatism even higher going forward in {DATE},3,48,1,0.0,0.0,0.0,0.0,0.0,1.195055121,16.96,23336.56878,10,0.357945669,0.48062,2011-Apr-19,SYK
Fair enough Then for my follow up question the Trauma and Extremities business continues to be quite healthy That collectively is around a {MONEY} category growing mid- to upper single digits and your sales force is pretty established here You have a full portfolio of products in both areas Is this a category where over {DATE} you can essentially double your revenue base here,5,64,1,0.0,0.0,0.0,0.0,0.03125,1.253440521,16.96,13772.85715,12,0.331005896,7.33295,2011-Apr-19,OMC
Excellent Thank you The other one is on acquisitions and on your use of equity versus cash and debt Do you look at that equally when you are contemplating offering shares for acquisitions I guess the question is is the hurdle higher if you need to issue equity versus some of the tuck ins from cash flow or debt utilization,5,60,1,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,1.216410091,16.96,12428.6742,11,0.508807825,1.16189,2011-Apr-19,NTRS
Hey guys thank you very much David Andy we tend to track what is reported right We 're pretty focused particularly on the linear ratings that we see and trying to figure out what 's driving ad revenues But from your guys perspective there are integrated revenues and there are digital revenues in particular that I think are probably ramping Can you give us a sense how much of the ad revenues are coming from that linear viewership right now versus the nontraditional and in a sense the non tracked by Nielsen or ratings,5,94,1,0.0,0.0,0.010638297872340425,0.0,0.0,1.414146058,16.96,36264.5312,11,0.862906658,2.7309900000000003,2011-Apr-19,BK
Okay Another question then would be just you are taking share I was wondering though if you are gaining new customers how does the profitability of a new customer compare with growing sales at an existing customer Which obviously you are doing some of that too because of the business reviews but maybe could you give us a sense of how the real growth you got {DATE} balanced between new and existing customers and then what the profit difference is,4,80,1,0.0,0.025,0.025,0.025,0.0125,0.745156577,16.96,165677.6916,10,0.342636875,3.35869,2011-Apr-19,JNJ
Okay My last question is on Compleats Since you 've seen what was a frozen entree player encroach a bit into the shelf stable category is there do you also see an opportunity to kind of do the reverse and make a name for Compleats within the frozen entree space Do you think that would do you think that would test well with consumers,4,64,1,0.0,0.0,0.0,0.03125,0.03125,1.218303769,15.83,4522.7,11,1.064402977,3.10892,2011-Apr-20,PBCT
Just a question on Chicken again So did I hear you correctly your pounds are going to be down {PERCENT} for {DATE} is that right,2,25,1,0.0,0.0,0.0,0.0,0.04,1.218303769,15.83,4522.7,11,1.064402977,3.10892,2011-Apr-20,PBCT
Thanks for letting me ask a question and congrats on {DATE} Martin {CARDINAL} question on the {DATE} WFE At {DATE} earnings call you had indicated WFE to be up {PERCENT} Now it seems you are indicating it up flat to up {PERCENT} Just wanted to understand why you are broadening the range What are some of the factors that have increased the variability in {DATE},6,65,1,0.0,0.0,0.03076923076923077,0.0,0.03076923076923077,2.49197677,15.83,4831.7434,11,1.2983866590000002,0.14587999999999998,2011-Apr-20,NDAQ
What I have noticed in the past you guys have always seemed to be a thought leader a lot of companies seem to be immolating your initiatives How long would you say your continuous improvement program has been in place and what systems are you using to continue to accelerate these programs,2,52,1,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,2.49197677,15.83,4831.7434,11,1.2983866590000002,0.14587999999999998,2011-Apr-20,NDAQ
So when you mean sorry So when you mean that you 're assessing them it 's not an assessment of we might keep it we might not it 's an assessment of how best to proceed with them,3,38,1,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.0,0.962618079,15.83,75869.53784,3,0.294874835,1.57336,2011-Apr-20,UTX
Given the duration of those liabilities obviously you can live with the higher targeted combined Can you give us a sense as to what where those targeted combines would be for that line of business,2,35,1,0.0,0.0,0.0,0.0,0.0,1.85897645,15.83,7122.14061,3,0.472503517,3.07963,2011-Apr-20,TXT
Okay And then with regards to the carry over from {DATE} you had some orders that got pushed through and then the Easter impact could you just quantify the impact of what that was and then also the margin contribution {DATE} from FX mix and cost reduction,2,47,1,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,1.287693245,15.83,47750.73924,12,0.643709373,0.53368,2011-Apr-20,UNP
Okay And Wes last question for you on the credit business can you just maybe put a little bit more color around what you experienced with the business in {DATE} and the level of the dollar number that you took in versus your plans and how you are thinking about that for {DATE} in the SG&A,2,56,1,0.0,0.017857142857142856,0.017857142857142856,0.0,0.017857142857142856,2.492570656,15.83,1909.8135,12,0.264660026,1.5761,2011-Apr-20,URI
Okay And then can you just talk about headcount trends What actions you took during {DATE} and how you 're thinking about staffing level for {DATE},3,26,1,0.0,0.0,0.0,0.0,0.0,1.536522166,15.83,158757.4818,11,0.721856361,0.30917,2011-Apr-20,WFC
Okay Then just the last question is obviously inventories on your own balance sheet others balance sheets and in the channel have improved significantly Usually there is a bit of a lag effect before that starts to impact the OEM pricing negotiations Have you started to see any rationality appear there at the OEM level Are they starting to recognize that they are n't going to get the types of ASP declines that they 've gotten in {DATE},5,78,1,0.0,0.0,0.01282051282051282,0.01282051282051282,0.038461538461538464,1.536522166,15.83,158757.4818,11,0.721856361,0.30917,2011-Apr-20,WFC
Thanks I noticed that you reduced the debt levels again in {DATE} I wonder how you are thinking about what your intentions were Do you expect that to continue in {DATE},4,31,1,0.0,0.0,0.0,0.0,0.0,2.829341842,15.07,9417.26355,6,0.675904555,0.031310000000000004,2011-Apr-21,WDC
Can we just talk about the sales line a little bit particularly in the Grocery Products group You highlighted several key factors And I understand that commodities exposure and what 's going on there but could you talk about the what you saw in the Grocery Products group in terms of like what was the impact of Carapelli what 's the impact of Microwave what was the impact of promotional if you could maybe give us some sense of the scope and the size there,4,85,1,0.0,0.03529411764705882,0.047058823529411764,0.0,0.0,1.3925698830000002,15.83,7550.20008,6,0.023805843,4.1324,2011-Apr-20,LLTC
Thanks Gregg you started to answer it there In {PERCENT} comp plan {DATE} what is the traffic versus ticket mix that 's implicit in that and also the deflation part of it,3,32,1,0.0,0.0,0.0,0.0,0.0,1.838089107,15.83,5560.28956,11,0.77862651,1.36426,2011-Apr-20,HBAN
Okay So even though the rates {DATE} would imply that the exchange would be more favorable on the top line over the course of {DATE},2,25,1,0.0,0.0,0.0,0.04,0.0,1.838089107,15.83,5560.28956,11,0.77862651,1.36426,2011-Apr-20,HBAN
So a couple of things The lower business transformation expense {DATE} is that simply a timing issue that it gets pushed out to {DATE} or is that a true reduction in cost,2,32,1,0.0,0.0,0.0,0.0,0.0,1.45822366,15.83,312437.7151,6,0.200422085,3.81732,2011-Apr-20,AAPL
It 's Brian Maguire on for Bob {DATE} Just kind of a follow up to that last one just talking about the European volumes packaged gas down {PERCENT} new overall volumes down couple of percent Any kind of change in regional trends within Europe where you are saying any improvement below the surface that might be a leading indicator for things getting better,3,63,1,0.0,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.0,1.556023853,15.83,9074.67572,6,0.250481303,0.5855600000000001,2011-Apr-20,APH
Just a follow up question on the {CARDINAL} acquisitions Sandeep you mentioned you got an attractive price since these assets were not marketed for sale so I 'm curious how attractive that price was Do you have any thoughts on what the cap rate would have been on a formally marketed sale for those {CARDINAL} assets,3,56,1,0.0,0.0,0.0,0.03571428571428571,0.017857142857142856,1.18389188,15.83,10064.4432,10,0.458711319,2.83544,2011-Apr-20,DGX
Got it so is slowing down from {PERCENT} to {PERCENT} at the midpoint of your guidance Does that mean that there is still transitions taking place as some of these changes take effect,2,33,1,0.0,0.0,0.0,0.0,0.030303030303030304,1.424904508,15.83,27951.39152,12,0.657770553,0.35051,2011-Apr-20,CSX
